concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
21600033,Corticosteroids for local oral treatment,Drug,ATC,ATC 4th,C,A01AC,1970-01-01,2099-12-31,
21600034,triamcinolone; local oral,Drug,ATC,ATC 5th,C,A01AC01,1970-01-01,2099-12-31,
21600035,dexamethasone; local oral,Drug,ATC,ATC 5th,C,A01AC02,1970-01-01,2099-12-31,
21600036,hydrocortisone; local oral,Drug,ATC,ATC 5th,C,A01AC03,1970-01-01,2099-12-31,
21600037,"prednisolone, combinations; local oral",Drug,ATC,ATC 5th,C,A01AC54,1970-01-01,2099-12-31,
21600038,Other agents for local oral treatment,Drug,ATC,ATC 4th,C,A01AD,1970-01-01,2099-12-31,
21600039,epinephrine; local oral,Drug,ATC,ATC 5th,C,A01AD01,1970-01-01,2099-12-31,
21600040,benzydamine; local oral,Drug,ATC,ATC 5th,C,A01AD02,1970-01-01,2099-12-31,
21600041,acetylsalicylic acid; local oral,Drug,ATC,ATC 5th,C,A01AD05,1970-01-01,2099-12-31,
21600042,adrenalone; local oral,Drug,ATC,ATC 5th,C,A01AD06,1970-01-01,2099-12-31,
21600043,amlexanox; local oral,Drug,ATC,ATC 5th,C,A01AD07,1970-01-01,2099-12-31,
21600044,becaplermin; local oral,Drug,ATC,ATC 5th,C,A01AD08,1970-01-01,2099-12-31,
21600045,various; local oral,Drug,ATC,ATC 5th,C,A01AD11,1970-01-01,2099-12-31,
21600046,DRUGS FOR ACID RELATED DISORDERS,Drug,ATC,ATC 2nd,C,A02,1970-01-01,2099-12-31,
21600047,ANTACIDS,Drug,ATC,ATC 3rd,C,A02A,1970-01-01,2099-12-31,
21600048,Magnesium compounds,Drug,ATC,ATC 4th,C,A02AA,1970-01-01,2099-12-31,
21600049,magnesium carbonate; systemic,Drug,ATC,ATC 5th,C,A02AA01,1970-01-01,2099-12-31,
21600050,magnesium oxide; systemic (magnesium compounds),Drug,ATC,ATC 5th,C,A02AA02,1970-01-01,2099-12-31,
21600051,magnesium peroxide,Drug,ATC,ATC 5th,C,A02AA03,1970-01-01,2099-12-31,
21600052,magnesium hydroxide; oral (magnesium compounds),Drug,ATC,ATC 5th,C,A02AA04,1970-01-01,2099-12-31,
21600053,"magnesium silicate; oral, topical",Drug,ATC,ATC 5th,C,A02AA05,1970-01-01,2099-12-31,
21600054,magnesium compounds - combinations,Drug,ATC,ATC 5th,C,A02AA10,1970-01-01,2099-12-31,
21600055,Aluminium compounds,Drug,ATC,ATC 4th,C,A02AB,1970-01-01,2099-12-31,
21600056,aluminium hydroxide; systemic,Drug,ATC,ATC 5th,C,A02AB01,1970-01-01,2099-12-31,
21600057,algeldrate; oral,Drug,ATC,ATC 5th,C,A02AB02,1970-01-01,2099-12-31,
21600058,aluminium phosphate; systemic,Drug,ATC,ATC 5th,C,A02AB03,1970-01-01,2099-12-31,
21600059,dihydroxialumini sodium carbonate; oral,Drug,ATC,ATC 5th,C,A02AB04,1970-01-01,2099-12-31,
21600060,aluminium acetoacetate,Drug,ATC,ATC 5th,C,A02AB05,1970-01-01,2099-12-31,
21600061,aloglutamol; oral,Drug,ATC,ATC 5th,C,A02AB06,1970-01-01,2099-12-31,
21600062,aluminium glycinate,Drug,ATC,ATC 5th,C,A02AB07,1970-01-01,2099-12-31,
21600063,aluminium compounds - combinations,Drug,ATC,ATC 5th,C,A02AB10,1970-01-01,2099-12-31,
21600064,Calcium compounds,Drug,ATC,ATC 4th,C,A02AC,1970-01-01,2099-12-31,
21600065,calcium carbonate; systemic,Drug,ATC,ATC 5th,C,A02AC01,1970-01-01,2099-12-31,
21600066,calcium silicate; oral,Drug,ATC,ATC 5th,C,A02AC02,1970-01-01,2099-12-31,
21600067,calcium compounds - combinations,Drug,ATC,ATC 5th,C,A02AC10,1970-01-01,2099-12-31,
21600068,"Combinations and complexes of aluminium, calcium and magnesium compounds",Drug,ATC,ATC 4th,C,A02AD,1970-01-01,2099-12-31,
21600069,ordinary salt combinations,Drug,ATC,ATC 5th,C,A02AD01,1970-01-01,2099-12-31,
21600070,magaldrate; systemic,Drug,ATC,ATC 5th,C,A02AD02,1970-01-01,2099-12-31,
21600071,almagate; oral,Drug,ATC,ATC 5th,C,A02AD03,1970-01-01,2099-12-31,
21600072,hydrotalcite; oral,Drug,ATC,ATC 5th,C,A02AD04,1970-01-01,2099-12-31,
21600073,almasilate; systemic,Drug,ATC,ATC 5th,C,A02AD05,1970-01-01,2099-12-31,
21600074,Antacids with antiflatulents,Drug,ATC,ATC 4th,C,A02AF,1970-01-01,2099-12-31,
21600075,magaldrate and antiflatulents; systemic,Drug,ATC,ATC 5th,C,A02AF01,1970-01-01,2099-12-31,
21600076,ordinary salt combinations and antiflatulents,Drug,ATC,ATC 5th,C,A02AF02,1970-01-01,2099-12-31,
21600077,Antacids with antispasmodics,Drug,ATC,ATC 4th,C,A02AG,1970-01-01,2099-12-31,
21600078,Antacids with sodium bicarbonate,Drug,ATC,ATC 4th,C,A02AH,1970-01-01,2099-12-31,
21600079,"Antacids, other combinations",Drug,ATC,ATC 4th,C,A02AX,1970-01-01,2099-12-31,
21600080,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),Drug,ATC,ATC 3rd,C,A02B,1970-01-01,2099-12-31,
21600081,H2-receptor antagonists,Drug,ATC,ATC 4th,C,A02BA,1970-01-01,2099-12-31,
21600082,cimetidine; systemic,Drug,ATC,ATC 5th,C,A02BA01,1970-01-01,2099-12-31,
21600083,ranitidine; systemic,Drug,ATC,ATC 5th,C,A02BA02,1970-01-01,2099-12-31,
21600084,famotidine; systemic,Drug,ATC,ATC 5th,C,A02BA03,1970-01-01,2099-12-31,
21600085,nizatidine; systemic,Drug,ATC,ATC 5th,C,A02BA04,1970-01-01,2099-12-31,
21600086,niperotidine,Drug,ATC,ATC 5th,C,A02BA05,1970-01-01,2099-12-31,
21600087,roxatidine; oral,Drug,ATC,ATC 5th,C,A02BA06,1970-01-01,2099-12-31,
21600088,ranitidine bismuth citrate; oral,Drug,ATC,ATC 5th,C,A02BA07,1970-01-01,2099-12-31,
21600089,lafutidine; oral,Drug,ATC,ATC 5th,C,A02BA08,1970-01-01,2099-12-31,
21600090,"cimetidine, combinations; systemic",Drug,ATC,ATC 5th,C,A02BA51,1970-01-01,2099-12-31,
21600091,"famotidine, combinations; systemic",Drug,ATC,ATC 5th,C,A02BA53,1970-01-01,2099-12-31,
21600092,Prostaglandins,Drug,ATC,ATC 4th,C,A02BB,1970-01-01,2099-12-31,
21600093,misoprostol; oral,Drug,ATC,ATC 5th,C,A02BB01,1970-01-01,2099-12-31,
21600094,enprostil; oral,Drug,ATC,ATC 5th,C,A02BB02,1970-01-01,2099-12-31,
21600095,Proton pump inhibitors,Drug,ATC,ATC 4th,C,A02BC,1970-01-01,2099-12-31,
21600096,omeprazole; systemic,Drug,ATC,ATC 5th,C,A02BC01,1970-01-01,2099-12-31,
21600097,pantoprazole; systemic,Drug,ATC,ATC 5th,C,A02BC02,1970-01-01,2099-12-31,
21600098,lansoprazole; oral,Drug,ATC,ATC 5th,C,A02BC03,1970-01-01,2099-12-31,
21600099,rabeprazole; oral,Drug,ATC,ATC 5th,C,A02BC04,1970-01-01,2099-12-31,
21600100,esomeprazole; systemic,Drug,ATC,ATC 5th,C,A02BC05,1970-01-01,2099-12-31,
21600101,Combinations for eradication of Helicobacter pylori,Drug,ATC,ATC 4th,C,A02BD,1970-01-01,2099-12-31,
21600102,"omeprazole, amoxicillin and metronidazole; systemic",Drug,ATC,ATC 5th,C,A02BD01,1970-01-01,2099-12-31,
21600103,"lansoprazole, tetracycline and metronidazole; systemic",Drug,ATC,ATC 5th,C,A02BD02,1970-01-01,2099-12-31,
21600104,"lansoprazole, amoxicillin and metronidazole; systemic",Drug,ATC,ATC 5th,C,A02BD03,1970-01-01,2099-12-31,
21600105,"pantoprazole, amoxicillin and clarithromycin; systemic",Drug,ATC,ATC 5th,C,A02BD04,1970-01-01,2099-12-31,
21600106,"omeprazole, amoxicillin and clarithromycin; systemic",Drug,ATC,ATC 5th,C,A02BD05,1970-01-01,2099-12-31,
21600107,"esomeprazole, amoxicillin and clarithromycin; systemic",Drug,ATC,ATC 5th,C,A02BD06,1970-01-01,2099-12-31,
21600108,"lansoprazole, amoxicillin and clarithromycin; systemic",Drug,ATC,ATC 5th,C,A02BD07,1970-01-01,2099-12-31,
21600109,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),Drug,ATC,ATC 4th,C,A02BX,1970-01-01,2099-12-31,
21600110,carbenoxolone; oral,Drug,ATC,ATC 5th,C,A02BX01,1970-01-01,2099-12-31,
21600111,sucralfate; oral,Drug,ATC,ATC 5th,C,A02BX02,1970-01-01,2099-12-31,
21600112,pirenzepine; systemic,Drug,ATC,ATC 5th,C,A02BX03,1970-01-01,2099-12-31,
21600113,methiosulfonium chloride; systemic,Drug,ATC,ATC 5th,C,A02BX04,1970-01-01,2099-12-31,
21600114,bismuth subcitrate; oral,Drug,ATC,ATC 5th,C,A02BX05,1970-01-01,2099-12-31,
21600115,proglumide; oral,Drug,ATC,ATC 5th,C,A02BX06,1970-01-01,2099-12-31,
21600116,gefarnate; oral,Drug,ATC,ATC 5th,C,A02BX07,1970-01-01,2099-12-31,
21600117,sulglicotide; oral,Drug,ATC,ATC 5th,C,A02BX08,1970-01-01,2099-12-31,
21600118,acetoxolone; oral,Drug,ATC,ATC 5th,C,A02BX09,1970-01-01,2099-12-31,
21600119,zolimidine,Drug,ATC,ATC 5th,C,A02BX10,1970-01-01,2099-12-31,
21600120,troxipide; oral,Drug,ATC,ATC 5th,C,A02BX11,1970-01-01,2099-12-31,
21600121,bismuth subnitrate; systemic,Drug,ATC,ATC 5th,C,A02BX12,1970-01-01,2099-12-31,
21600122,alginic acid; systemic,Drug,ATC,ATC 5th,C,A02BX13,1970-01-01,2099-12-31,
21600123,"carbenoxolone, combinations excl. psycholeptics; oral, oral local, topical, vaginal",Drug,ATC,ATC 5th,C,A02BX51,1970-01-01,2099-12-31,
21600124,"carbenoxolone, combinations with psycholeptics; oral, oral local, topical, vaginal",Drug,ATC,ATC 5th,C,A02BX71,1970-01-01,2099-12-31,
21600125,"gefarnate, combinations with psycholeptics; oral",Drug,ATC,ATC 5th,C,A02BX77,1970-01-01,2099-12-31,
21600126,OTHER DRUGS FOR ACID RELATED DISORDERS,Drug,ATC,ATC 3rd,C,A02X,1970-01-01,2099-12-31,
21600127,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,Drug,ATC,ATC 2nd,C,A03,1970-01-01,2099-12-31,
21600128,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,Drug,ATC,ATC 3rd,C,A03A,1970-01-01,2099-12-31,
21600129,"Synthetic anticholinergics, esters with tertiary amino group",Drug,ATC,ATC 4th,C,A03AA,1970-01-01,2099-12-31,
21600130,oxyphencyclimine; oral,Drug,ATC,ATC 5th,C,A03AA01,1970-01-01,2099-12-31,
21600131,"camylofin; oral, rectal",Drug,ATC,ATC 5th,C,A03AA03,1970-01-01,2099-12-31,
21600132,mebeverine; oral,Drug,ATC,ATC 5th,C,A03AA04,1970-01-01,2099-12-31,
21600133,trimebutine; oral,Drug,ATC,ATC 5th,C,A03AA05,1970-01-01,2099-12-31,
21600134,rociverine; oral,Drug,ATC,ATC 5th,C,A03AA06,1970-01-01,2099-12-31,
21600135,dicycloverine; systemic,Drug,ATC,ATC 5th,C,A03AA07,1970-01-01,2099-12-31,
21600136,"dihexyverine; oral, rectal",Drug,ATC,ATC 5th,C,A03AA08,1970-01-01,2099-12-31,
21600137,difemerine; systemic,Drug,ATC,ATC 5th,C,A03AA09,1970-01-01,2099-12-31,
21600138,piperidolate; oral,Drug,ATC,ATC 5th,C,A03AA30,1970-01-01,2099-12-31,
21600139,"Synthetic anticholinergics, quaternary ammonium compounds",Drug,ATC,ATC 4th,C,A03AB,1970-01-01,2099-12-31,
21600140,benzilone; oral,Drug,ATC,ATC 5th,C,A03AB01,1970-01-01,2099-12-31,
21600141,"glycopyrronium bromide; systemic, rectal",Drug,ATC,ATC 5th,C,A03AB02,1970-01-01,2099-12-31,
21600142,oxyphenonium; oral,Drug,ATC,ATC 5th,C,A03AB03,1970-01-01,2099-12-31,
21600143,penthienate; oral,Drug,ATC,ATC 5th,C,A03AB04,1970-01-01,2099-12-31,
21600144,propantheline; systemic,Drug,ATC,ATC 5th,C,A03AB05,1970-01-01,2099-12-31,
21600145,otilonium bromide; oral,Drug,ATC,ATC 5th,C,A03AB06,1970-01-01,2099-12-31,
21600146,methantheline; oral,Drug,ATC,ATC 5th,C,A03AB07,1970-01-01,2099-12-31,
21600147,tridihexethyl; oral,Drug,ATC,ATC 5th,C,A03AB08,1970-01-01,2099-12-31,
21600148,isopropamide; oral,Drug,ATC,ATC 5th,C,A03AB09,1970-01-01,2099-12-31,
21600149,hexocyclium; oral,Drug,ATC,ATC 5th,C,A03AB10,1970-01-01,2099-12-31,
21600150,poldine; oral,Drug,ATC,ATC 5th,C,A03AB11,1970-01-01,2099-12-31,
21600151,mepenzolate; oral,Drug,ATC,ATC 5th,C,A03AB12,1970-01-01,2099-12-31,
21600152,bevonium; oral,Drug,ATC,ATC 5th,C,A03AB13,1970-01-01,2099-12-31,
21600153,pipenzolate; oral,Drug,ATC,ATC 5th,C,A03AB14,1970-01-01,2099-12-31,
21600154,"diphemanil; oral, topical",Drug,ATC,ATC 5th,C,A03AB15,1970-01-01,2099-12-31,
21600155,(2-benzhydryloxyethyl)diethyl-methylammonium iodide; oral,Drug,ATC,ATC 5th,C,A03AB16,1970-01-01,2099-12-31,
21600156,tiemonium iodide; systemic,Drug,ATC,ATC 5th,C,A03AB17,1970-01-01,2099-12-31,
21600157,prifinium bromide; systemic,Drug,ATC,ATC 5th,C,A03AB18,1970-01-01,2099-12-31,
21600158,timepidium bromide; systemic,Drug,ATC,ATC 5th,C,A03AB19,1970-01-01,2099-12-31,
21600159,fenpiverinium; systemic,Drug,ATC,ATC 5th,C,A03AB21,1970-01-01,2099-12-31,
21600160,"oxyphenonium, combinations; ophthalmic, oral",Drug,ATC,ATC 5th,C,A03AB53,1970-01-01,2099-12-31,
21600161,"Synthetic antispasmodics, amides with tertiary amines",Drug,ATC,ATC 4th,C,A03AC,1970-01-01,2099-12-31,
21600162,dimethylaminopropionylphenothiazine,Drug,ATC,ATC 5th,C,A03AC02,1970-01-01,2099-12-31,
21600163,nicofetamide,Drug,ATC,ATC 5th,C,A03AC04,1970-01-01,2099-12-31,
21600164,tiropramide; systemic,Drug,ATC,ATC 5th,C,A03AC05,1970-01-01,2099-12-31,
21600165,Papaverine and derivatives,Drug,ATC,ATC 4th,C,A03AD,1970-01-01,2099-12-31,
21600166,papaverine; systemic (papaverine and derivatives),Drug,ATC,ATC 5th,C,A03AD01,1970-01-01,2099-12-31,
21600167,drotaverine; systemic,Drug,ATC,ATC 5th,C,A03AD02,1970-01-01,2099-12-31,
21600168,moxaverine; oral,Drug,ATC,ATC 5th,C,A03AD30,1970-01-01,2099-12-31,
21600169,Serotonin receptor antagonists,Drug,ATC,ATC 4th,C,A03AE,1970-01-01,2099-12-31,
21600170,alosetron; oral,Drug,ATC,ATC 5th,C,A03AE01,1970-01-01,2099-12-31,
21600172,cilansetron,Drug,ATC,ATC 5th,C,A03AE03,1970-01-01,2099-12-31,
21600174,Other drugs for functional gastrointestinal disorders,Drug,ATC,ATC 4th,C,A03AX,1970-01-01,2099-12-31,
21600175,fenpiprane,Drug,ATC,ATC 5th,C,A03AX01,1970-01-01,2099-12-31,
21600176,diisopromine; oral,Drug,ATC,ATC 5th,C,A03AX02,1970-01-01,2099-12-31,
21600177,chlorbenzoxamine; oral,Drug,ATC,ATC 5th,C,A03AX03,1970-01-01,2099-12-31,
21600178,pinaverium; oral,Drug,ATC,ATC 5th,C,A03AX04,1970-01-01,2099-12-31,
21600179,fenoverine; oral,Drug,ATC,ATC 5th,C,A03AX05,1970-01-01,2099-12-31,
21600180,idanpramine,Drug,ATC,ATC 5th,C,A03AX06,1970-01-01,2099-12-31,
21600181,proxazole,Drug,ATC,ATC 5th,C,A03AX07,1970-01-01,2099-12-31,
21600182,"alverine; oral, rectal",Drug,ATC,ATC 5th,C,A03AX08,1970-01-01,2099-12-31,
21600183,trepibutone; oral,Drug,ATC,ATC 5th,C,A03AX09,1970-01-01,2099-12-31,
21600184,"isometheptene; oral, rectal",Drug,ATC,ATC 5th,C,A03AX10,1970-01-01,2099-12-31,
21600185,caroverine; systemic,Drug,ATC,ATC 5th,C,A03AX11,1970-01-01,2099-12-31,
21600186,phloroglucinol; systemic,Drug,ATC,ATC 5th,C,A03AX12,1970-01-01,2099-12-31,
21600187,silicones; oral,Drug,ATC,ATC 5th,C,A03AX13,1970-01-01,2099-12-31,
21600188,trimethyldiphenylpropylamine; systemic,Drug,ATC,ATC 5th,C,A03AX30,1970-01-01,2099-12-31,
21600189,"alverine, combinations; oral, rectal",Drug,ATC,ATC 5th,C,A03AX58,1970-01-01,2099-12-31,
21600190,"BELLADONNA AND DERIVATIVES, PLAIN",Drug,ATC,ATC 3rd,C,A03B,1970-01-01,2099-12-31,
21600191,"Belladonna alkaloids, tertiary amines",Drug,ATC,ATC 4th,C,A03BA,1970-01-01,2099-12-31,
21600192,atropine; systemic,Drug,ATC,ATC 5th,C,A03BA01,1970-01-01,2099-12-31,
21600193,hyoscyamine; oral,Drug,ATC,ATC 5th,C,A03BA03,1970-01-01,2099-12-31,
21600194,belladonna total alkaloids; oral,Drug,ATC,ATC 5th,C,A03BA04,1970-01-01,2099-12-31,
21600195,"Belladonna alkaloids, semisynthetic, quaternary ammonium compounds",Drug,ATC,ATC 4th,C,A03BB,1970-01-01,2099-12-31,
21600196,"butylscopolamine; systemic, rectal",Drug,ATC,ATC 5th,C,A03BB01,1970-01-01,2099-12-31,
21600197,methylatropine; oral,Drug,ATC,ATC 5th,C,A03BB02,1970-01-01,2099-12-31,
21600198,methylscopolamine; systemic,Drug,ATC,ATC 5th,C,A03BB03,1970-01-01,2099-12-31,
21600199,fentonium; oral,Drug,ATC,ATC 5th,C,A03BB04,1970-01-01,2099-12-31,
21600200,cimetropium bromide,Drug,ATC,ATC 5th,C,A03BB05,1970-01-01,2099-12-31,
21600201,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,Drug,ATC,ATC 3rd,C,A03C,1970-01-01,2099-12-31,
21600202,Synthetic anticholinergic agents in combination with psycholeptics,Drug,ATC,ATC 4th,C,A03CA,1970-01-01,2099-12-31,
21600203,isopropamide and psycholeptics; oral,Drug,ATC,ATC 5th,C,A03CA01,1970-01-01,2099-12-31,
21600204,clidinium and psycholeptics; oral,Drug,ATC,ATC 5th,C,A03CA02,1970-01-01,2099-12-31,
21600205,oxyphencyclimine and psycholeptics; oral,Drug,ATC,ATC 5th,C,A03CA03,1970-01-01,2099-12-31,
21600206,otilonium bromide and psycholeptics; oral,Drug,ATC,ATC 5th,C,A03CA04,1970-01-01,2099-12-31,
21600207,glycopyrronium bromide and psycholeptics; systemic,Drug,ATC,ATC 5th,C,A03CA05,1970-01-01,2099-12-31,
21600208,bevonium and psycholeptics,Drug,ATC,ATC 5th,C,A03CA06,1970-01-01,2099-12-31,
21600209,ambutonium and psycholeptics; oral,Drug,ATC,ATC 5th,C,A03CA07,1970-01-01,2099-12-31,
21600210,"diphemanil and psycholeptics; oral, topical",Drug,ATC,ATC 5th,C,A03CA08,1970-01-01,2099-12-31,
21600211,emepronium and psycholeptics; oral,Drug,ATC,ATC 5th,C,A03CA30,1970-01-01,2099-12-31,
21600212,"propantheline and psycholeptics; oral, rectal, urethral",Drug,ATC,ATC 5th,C,A03CA34,1970-01-01,2099-12-31,
21600213,Belladonna and derivatives in combination with psycholeptics,Drug,ATC,ATC 4th,C,A03CB,1970-01-01,2099-12-31,
21600214,"methylscopolamine and psycholeptics; oral, rectal",Drug,ATC,ATC 5th,C,A03CB01,1970-01-01,2099-12-31,
21600215,belladonna total alkaloids and psycholeptics; systemic,Drug,ATC,ATC 5th,C,A03CB02,1970-01-01,2099-12-31,
21600216,atropine and psycholeptics; systemic,Drug,ATC,ATC 5th,C,A03CB03,1970-01-01,2099-12-31,
21600217,homatropine methylbromide and psycholeptics; systemic,Drug,ATC,ATC 5th,C,A03CB04,1970-01-01,2099-12-31,
21600218,hyoscyamine and psycholeptics; systemic,Drug,ATC,ATC 5th,C,A03CB31,1970-01-01,2099-12-31,
21600219,Other antispasmodics in combination with psycholeptics,Drug,ATC,ATC 4th,C,A03CC,1970-01-01,2099-12-31,
21600220,ANTISPASMODICS IN COMBINATION WITH ANALGESICS,Drug,ATC,ATC 3rd,C,A03D,1970-01-01,2099-12-31,
21600221,Synthetic anticholinergic agents in combination with analgesics,Drug,ATC,ATC 4th,C,A03DA,1970-01-01,2099-12-31,
21600222,tropenzilone and analgesics,Drug,ATC,ATC 5th,C,A03DA01,1970-01-01,2099-12-31,
21600223,pitofenone and analgesics; systemic,Drug,ATC,ATC 5th,C,A03DA02,1970-01-01,2099-12-31,
21600224,bevonium and analgesics,Drug,ATC,ATC 5th,C,A03DA03,1970-01-01,2099-12-31,
21600225,ciclonium and analgesics; systemic,Drug,ATC,ATC 5th,C,A03DA04,1970-01-01,2099-12-31,
21600226,camylofin and analgesics; systemic,Drug,ATC,ATC 5th,C,A03DA05,1970-01-01,2099-12-31,
21600227,trospium and analgesics; systemic,Drug,ATC,ATC 5th,C,A03DA06,1970-01-01,2099-12-31,
21600228,tiemonium iodide and analgesics; oral,Drug,ATC,ATC 5th,C,A03DA07,1970-01-01,2099-12-31,
21600229,Belladonna and derivatives in combination with analgesics,Drug,ATC,ATC 4th,C,A03DB,1970-01-01,2099-12-31,
21600230,butylscopolamine and analgesics; systemic,Drug,ATC,ATC 5th,C,A03DB04,1970-01-01,2099-12-31,
21600231,Other antispasmodics in combination with analgesics,Drug,ATC,ATC 4th,C,A03DC,1970-01-01,2099-12-31,
21600232,ANTISPASMODICS AND ANTICHOLINERGICS IN COMBINATION WITH OTHER DRUGS,Drug,ATC,ATC 3rd,C,A03E,1970-01-01,2099-12-31,
21600233,digitoxin; systemic,Drug,ATC,ATC 5th,C,C01AA04,1970-01-01,2099-12-31,
21600234,digoxin; systemic,Drug,ATC,ATC 5th,C,C01AA05,1970-01-01,2099-12-31,
21600235,"lanatoside C; oral, rectal",Drug,ATC,ATC 5th,C,C01AA06,1970-01-01,2099-12-31,
21600236,deslanoside; parenteral,Drug,ATC,ATC 5th,C,C01AA07,1970-01-01,2099-12-31,
21600237,metildigoxin; systemic,Drug,ATC,ATC 5th,C,C01AA08,1970-01-01,2099-12-31,
21600238,gitoformate; oral,Drug,ATC,ATC 5th,C,C01AA09,1970-01-01,2099-12-31,
21600239,"acetyldigoxin, combinations; systemic",Drug,ATC,ATC 5th,C,C01AA52,1970-01-01,2099-12-31,
21600240,Scilla glycosides,Drug,ATC,ATC 4th,C,C01AB,1970-01-01,2099-12-31,
21600241,proscillaridin; oral,Drug,ATC,ATC 5th,C,C01AB01,1970-01-01,2099-12-31,
21600242,"proscillaridin, combinations; systemic",Drug,ATC,ATC 5th,C,C01AB51,1970-01-01,2099-12-31,
21600243,Strophanthus glycosides,Drug,ATC,ATC 4th,C,C01AC,1970-01-01,2099-12-31,
21600244,g-strophanthin; parenteral,Drug,ATC,ATC 5th,C,C01AC01,1970-01-01,2099-12-31,
21600245,cymarin; oral,Drug,ATC,ATC 5th,C,C01AC03,1970-01-01,2099-12-31,
21600246,Other cardiac glycosides,Drug,ATC,ATC 4th,C,C01AX,1970-01-01,2099-12-31,
21600247,peruvoside; systemic,Drug,ATC,ATC 5th,C,C01AX02,1970-01-01,2099-12-31,
21600248,"ANTIARRHYTHMICS, CLASS I AND III",Drug,ATC,ATC 3rd,C,C01B,1970-01-01,2099-12-31,
21600249,"Antiarrhythmics, class Ia",Drug,ATC,ATC 4th,C,C01BA,1970-01-01,2099-12-31,
21600250,quinidine; oral,Drug,ATC,ATC 5th,C,C01BA01,1970-01-01,2099-12-31,
21600251,procainamide; systemic,Drug,ATC,ATC 5th,C,C01BA02,1970-01-01,2099-12-31,
21600252,disopyramide; systemic,Drug,ATC,ATC 5th,C,C01BA03,1970-01-01,2099-12-31,
21600253,sparteine; parenteral,Drug,ATC,ATC 5th,C,C01BA04,1970-01-01,2099-12-31,
21600254,ajmaline; oral,Drug,ATC,ATC 5th,C,C01BA05,1970-01-01,2099-12-31,
21600255,prajmaline; oral,Drug,ATC,ATC 5th,C,C01BA08,1970-01-01,2099-12-31,
21600256,lorajmine; oral,Drug,ATC,ATC 5th,C,C01BA12,1970-01-01,2099-12-31,
21600257,"quinidine, combinations excl. psycholeptics; systemic",Drug,ATC,ATC 5th,C,C01BA51,1970-01-01,2099-12-31,
21600258,"quinidine, combinations with psycholeptics; systemic",Drug,ATC,ATC 5th,C,C01BA71,1970-01-01,2099-12-31,
21600259,"Antiarrhythmics, class Ib",Drug,ATC,ATC 4th,C,C01BB,1970-01-01,2099-12-31,
21600260,lidocaine; parenteral,Drug,ATC,ATC 5th,C,C01BB01,1970-01-01,2099-12-31,
21600261,mexiletine; systemic,Drug,ATC,ATC 5th,C,C01BB02,1970-01-01,2099-12-31,
21600262,tocainide; systemic,Drug,ATC,ATC 5th,C,C01BB03,1970-01-01,2099-12-31,
21600263,aprindine; systemic,Drug,ATC,ATC 5th,C,C01BB04,1970-01-01,2099-12-31,
21600264,"Antiarrhythmics, class Ic",Drug,ATC,ATC 4th,C,C01BC,1970-01-01,2099-12-31,
21600265,propafenone; systemic,Drug,ATC,ATC 5th,C,C01BC03,1970-01-01,2099-12-31,
21600266,flecainide; systemic,Drug,ATC,ATC 5th,C,C01BC04,1970-01-01,2099-12-31,
21600267,lorcainide; parenteral,Drug,ATC,ATC 5th,C,C01BC07,1970-01-01,2099-12-31,
21600268,encainide; oral,Drug,ATC,ATC 5th,C,C01BC08,1970-01-01,2099-12-31,
21600269,"Antiarrhythmics, class III",Drug,ATC,ATC 4th,C,C01BD,1970-01-01,2099-12-31,
21600270,amiodarone; systemic,Drug,ATC,ATC 5th,C,C01BD01,1970-01-01,2099-12-31,
21600271,bretylium tosilate; parenteral,Drug,ATC,ATC 5th,C,C01BD02,1970-01-01,2099-12-31,
21600272,bunaftine,Drug,ATC,ATC 5th,C,C01BD03,1970-01-01,2099-12-31,
21600273,dofetilide; oral,Drug,ATC,ATC 5th,C,C01BD04,1970-01-01,2099-12-31,
21600274,ibutilide; parenteral,Drug,ATC,ATC 5th,C,C01BD05,1970-01-01,2099-12-31,
21600275,tedisamil,Drug,ATC,ATC 5th,C,C01BD06,1970-01-01,2099-12-31,
21600276,"Other antiarrhythmics, class I and III",Drug,ATC,ATC 4th,C,C01BG,1970-01-01,2099-12-31,
21600277,moracizine; oral,Drug,ATC,ATC 5th,C,C01BG01,1970-01-01,2099-12-31,
21600278,cibenzoline; systemic,Drug,ATC,ATC 5th,C,C01BG07,1970-01-01,2099-12-31,
21600279,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,Drug,ATC,ATC 3rd,C,C01C,1970-01-01,2099-12-31,
21600280,Adrenergic and dopaminergic agents,Drug,ATC,ATC 4th,C,C01CA,1970-01-01,2099-12-31,
21600281,etilefrine; systemic,Drug,ATC,ATC 5th,C,C01CA01,1970-01-01,2099-12-31,
21600282,isoprenaline; systemic,Drug,ATC,ATC 5th,C,C01CA02,1970-01-01,2099-12-31,
21600283,norepinephrine; parenteral,Drug,ATC,ATC 5th,C,C01CA03,1970-01-01,2099-12-31,
